id,department_id,year_level,semester,course_code,course_title,lecture_hours,lab_hours,credits,plan_option1,6,Freshman,Semester 1,MATH 101,Calculus I,4,0,4,2
276,7,Senior,Semester 1,ARC 402,Architectural Design Studio VII,0,10,5,0
277,7,Senior,Semester 1,ARC 358,Real Estate and Housing Development,3,0,3,0
278,7,Senior,Semester 2,ARC 403,Architectural Design Studio VIII: Senior Project,0,10,5,0
279,7,Senior,Semester 2,ARC 492,Professional Practice and Management,3,0,3,0
280,27,Freshman,Semester 1,CHEM 101,Principles of Chemical Science I,3,3,4,2
281,27,Freshman,Semester 1,ENGL 101,Introduction to Academic Discourse,3,0,3,2
282,27,Freshman,Semester 1,IAS 121,Language Foundation,2,0,2,2
283,27,Freshman,Semester 1,MATH 101,Calculus I,4,0,4,2
284,27,Freshman,Semester 1,PE 101,Physical Education III,0,2,1,2
285,27,Freshman,Semester 1,PHYS 101,General Physics I,3,3,4,2
286,27,Freshman,Semester 2,CHEM 102,Principles of Chemical Science II,3,4,4,2
287,27,Freshman,Semester 2,ENGL 102,Introduction to Argument Writing,3,0,3,2
288,27,Freshman,Semester 2,ICS 104,Introduction to Programming in Python and C,2,3,3,2
289,27,Freshman,Semester 2,MATH 102,Calculus II,4,0,4,2
290,27,Freshman,Semester 2,PHYS 102,General Physics II,3,3,4,2
291,27,Sophomore,Semester 1,CHE 200,Principles of Chemical Engineering,3,0,3,2
292,27,Sophomore,Semester 1,IAS 111,Belief and its Consequences,2,0,2,2
293,27,Sophomore,Semester 1,ISE 291,Introduction to Data Science,3,0,3,2
294,27,Sophomore,Semester 1,MATH 201,Calculus III,3,0,3,2
295,27,Sophomore,Semester 1,CHEM 201,Organic Chemistry I,3,0,3,2
296,27,Sophomore,Semester 1,CHEM 202,Organic Chemistry Laboratory,0,4,1,2
297,27,Sophomore,Semester 2,CHE 204,Fluid Mechanics,3,0,3,2
298,27,Sophomore,Semester 2,CHE 212,Introduction to Chemical Engineering Computing,1,3,2,2
299,27,Sophomore,Semester 2,COE 292,Introduction to Artificial Intelligence,3,0,3,2
300,27,Sophomore,Semester 2,ENGL 214,Academic & Professional Communication,3,0,3,2
301,27,Sophomore,Semester 2,MATH 208,Differential Equations and Linear Algebra,3,0,3,2
302,27,Sophomore,Semester 2,MSE 207,Materials Science for CHE,2,0,2,2
303,27,Junior,Semester 1,CHE 300,Heat Transfer,3,0,3,2
304,27,Junior,Semester 1,CHE 303,Chemical Engineering Thermodynamics,3,0,3,2
305,27,Junior,Semester 1,CHE 304,Mass Transfer,3,0,3,2
306,27,Junior,Semester 1,IAS 212,Ethics and Governance,2,0,2,2
307,27,Junior,Semester 1,CHEM 311,Physical Chemistry II: Kinetics and Spectroscopy,3,0,3,2
308,27,Junior,Semester 1,CHEM 312,Kinetics and Spectroscopy Laboratory,0,4,1,2
309,27,Junior,Semester 2,BUS 200,Business & Entrepreneurship,3,0,3,2
310,27,Junior,Semester 2,CHE 306,Separation Processes,3,0,3,2
311,27,Junior,Semester 2,CHE 309,Chemical Engineering Laboratory I,0,6,2,2
312,27,Junior,Semester 2,CHE 360,Numerical Methods in Chemical Engineering,3,0,3,2
313,27,Junior,Semester 2,STAT 201,Probability and Statistics for Engineers and Scientists,3,1,3,2
314,27,Junior,Semester 2,CGS 392,Career Essentials,0,2,1,2
315,27,Junior,Summer Semester,CHE 399,Summer Training,0,0,1,2
316,27,Senior,Semester 1,CHE 401,Process Dynamics and Control,3,0,3,2
317,27,Senior,Semester 1,CHE 402,Kinetics and Reactor Design,3,0,3,2
318,27,Senior,Semester 1,CHE 405,Process Design and Economics,3,0,3,2
319,27,Senior,Semester 1,CHE 411,Senior Design Project I,0,1,0,2
320,27,Senior,Semester 2,CHE 409,Chemical Engineering Laboratory II,0,6,2,2
321,27,Senior,Semester 2,CHE 412,Senior Design Project II,0,6,3,2
322,8,Freshman,Semester 1,CHEM 101,Principles of Chemical Science I,3,3,4,2
323,8,Freshman,Semester 1,ENGL 101,Introduction to Academic Discourse,3,0,3,2
324,8,Freshman,Semester 1,IAS 121,Language Foundation,2,0,2,2
325,8,Freshman,Semester 1,MATH 101,Calculus I,4,0,4,2
326,8,Freshman,Semester 1,PHYS 101,General Physics I,3,3,4,2
327,8,Freshman,Semester 2,IAS 111,Belief and its Consequences,2,0,2,2
328,8,Freshman,Semester 2,ENGL 102,Introduction to Argument Writing,3,0,3,2
329,8,Freshman,Semester 2,ICS 104,Introduction to Programming in Python and C,2,3,3,2
330,8,Freshman,Semester 2,MATH 102,Calculus II,4,0,4,2
331,8,Freshman,Semester 2,PE 101,Physical Education III,0,2,1,2
332,8,Freshman,Semester 2,PHYS 102,General Physics II,3,3,4,2
333,8,Sophomore,Semester 1,CE 201,Statics,3,0,3,2
334,8,Sophomore,Semester 1,CE 216,Computer Graphics,1,3,2,2
335,8,Sophomore,Semester 1,CE 261,Surveying I,1,3,2,2
336,8,Sophomore,Semester 1,ENGL 214,Academic & Professional Communication,3,0,3,2
337,8,Sophomore,Semester 1,ISE 291,Introduction to Data Science,3,0,3,2
338,8,Sophomore,Semester 1,MATH 201,Calculus III,3,0,3,2
339,8,Sophomore,Semester 2,CE 203,Structural Mechanics I,3,0,3,2
340,8,Sophomore,Semester 2,CE 204,Civil Engineering Materials,3,0,3,2
341,8,Sophomore,Semester 2,CE 230,Engineering Fluid Mechanics,3,0,3,2
342,8,Sophomore,Semester 2,COE 292,Introduction to Artificial Intelligence,3,0,3,2
343,8,Sophomore,Semester 2,MATH 208,Differential Equations and Linear Algebra,3,0,3,2
344,8,Sophomore,Semester 2,CE 206,Civil Engineering Materials Laboratory,0,3,1,2
345,8,Junior,Semester 1,BUS 200,Business & Entrepreneurship,3,0,3,2
346,8,Junior,Semester 1,CE 305,Structural Analysis I,3,0,3,2
